,Frequency,TotalPf,b_phase_current,b_phase_pf,b_phase_voltage,lag_only_reactive_energy,lead_only_reactive_energy,r_phase_current,r_phase_pf,r_phase_voltage,meter serial_no,timestamp,total_active_power,total_apparent_energy,total_apparent_power,total_reactive_power,total_real_energy,y_phase_current,y_phase_pf,y_phase_voltage
13996,50.04,0.99,2.211,1,247.463,1313.58,64.65,8.577,1,240.824,600002,05-10-2018 21:25,2764.73,8092.89,2764.73,42.197,7724.83,0.33,0.8477,244.275
13997,50.06,0.99,2.22,1,247.419,1313.58,64.65,8.496,1,240.653,600002,05-10-2018 21:26,2745.28,8092.91,2745.28,42.639,7724.85,0.34,0.8533,244.197
13998,50.1,0.99,2.216,1,247.53,1313.58,64.65,8.568,1,240.684,600002,05-10-2018 21:26,2762.86,8092.94,2762.86,42.263,7724.87,0.33,0.8476,244.283
13999,50.1,0.99,2.22,1,247.698,1313.58,64.65,8.548,1,241.078,600002,05-10-2018 21:27,2762.4,8092.96,2762.4,42.263,7724.9,0.33,0.851,244.024
14000,50.09,0.99,2.21,1,247.73,1313.58,64.65,8.7,1,241.084,600002,05-10-2018 21:27,2794.93,8092.98,2794.93,42,7724.92,0.33,0.85,243.978
14001,50,0.99,1.836,1,247.75,1313.58,64.65,8.63,1,241.016,600002,05-10-2018 21:28,2685.13,8093.01,2685.13,42,7724.94,0.33,0.85,243.917
14002,50,0.99,1.801,1,247.863,1313.58,64.65,8.749,1,241.076,600002,05-10-2018 21:28,2704.28,8093.03,2704.28,42,7724.97,0.33,0.85,243.904
14003,50,0.99,1.805,1,247.805,1313.59,64.65,8.771,1,240.861,600002,05-10-2018 21:29,2709.43,8093.05,2709.43,42,7724.99,0.33,0.85,243.918
14004,50,0.99,1.791,1,247.844,1313.59,64.65,8.824,1,240.929,600002,05-10-2018 21:29,2719.73,8093.07,2719.73,42.131,7725.01,0.33,0.8485,243.7
14005,50,0.99,1.831,1,247.783,1313.59,64.65,8.644,1,240.93,600002,05-10-2018 21:30,2688.93,8093.1,2688.93,41.796,7725.03,0.33,0.85,243.589
14006,50,0.99,1.885,0.9985,247.696,1313.59,64.65,8.613,1,241.033,600002,05-10-2018 21:30,2692.43,8093.12,2692.64,49.997,7725.06,0.33,0.85,244.018
14007,50,0.99,2.349,0.9906,247.576,1313.59,64.65,8.738,1,240.85,600002,05-10-2018 21:31,2830.46,8093.14,2831.8,101.731,7725.08,0.33,0.85,243.916
14008,50.05,0.99,1.8,1,247.87,1313.59,64.65,8.642,1,241.018,600002,05-10-2018 21:31,2680.13,8093.17,2680.13,42.196,7725.1,0.33,0.85,243.91
14009,50,0.99,1.799,1,247.897,1313.59,64.65,8.755,1,241.043,600002,05-10-2018 21:32,2705.15,8093.19,2705.15,42,7725.12,0.33,0.85,243.828
14010,50,0.99,1.796,1,247.656,1313.59,64.65,8.695,1,241.19,600002,05-10-2018 21:32,2692.06,8093.21,2692.06,42.131,7725.15,0.33,0.849,243.683
14011,50,0.99,1.824,1,247.662,1313.59,64.65,8.792,1,240.924,600002,05-10-2018 21:33,2722.33,8093.23,2722.33,42.064,7725.17,0.33,0.85,243.683
14012,50,0.99,1.959,1,247.577,1313.59,64.65,8.552,1,241.123,600002,05-10-2018 21:33,2704.6,8093.26,2704.6,42.197,7725.19,0.33,0.849,243.93
14013,50,0.99,2.145,1,247.189,1313.59,64.65,8.431,1,241.25,600002,05-10-2018 21:34,2721.93,8093.28,2721.93,42.131,7725.21,0.33,0.8485,243.843
14014,50,0.99,2.146,1,247.443,1313.59,64.65,8.673,1,241.037,600002,05-10-2018 21:34,2809.6,8093.3,2809.8,53.597,7725.24,0.458,0.8644,243.916
14015,50,0.99,2.147,1,247.781,1313.59,64.65,8.548,1,241.028,600002,05-10-2018 21:35,2818.92,8093.33,2819.53,75.534,7725.26,0.65,0.8759,243.828
14016,50,0.99,2.274,1,247.717,1313.59,64.65,8.583,1,241.025,600002,05-10-2018 21:35,2859.85,8093.35,2860,74.855,7725.28,0.65,0.8789,243.733
14017,50,0.99,2.409,1,247.562,1313.59,64.65,8.395,1,241.069,600002,05-10-2018 21:36,2847.35,8093.37,2847.57,74.496,7725.31,0.65,0.8789,244.004
14018,50,0.99,2.172,1,247.47,1313.59,64.65,8.383,1,240.87,600002,05-10-2018 21:36,2723.2,8093.4,2723.33,47.264,7725.33,0.357,0.8303,243.997
14019,50,0.99,2.131,1,247.376,1313.59,64.65,8.611,1,240.804,600002,05-10-2018 21:37,2752.14,8093.42,2752.14,41.353,7725.35,0.3,0.82,244.103
14020,50,0.99,2.13,1,247.496,1313.59,64.65,8.468,1,240.89,600002,05-10-2018 21:37,2718.33,8093.44,2718.33,41.33,7725.38,0.302,0.822,244.022
14021,50,0.99,2.13,1,247.437,1313.59,64.65,8.626,1,240.711,600002,05-10-2018 21:38,2762.6,8093.47,2762.6,42.462,7725.4,0.33,0.8476,243.77
14022,50,0.99,2.076,1,247.234,1313.59,64.65,8.483,1,240.897,600002,05-10-2018 21:38,2707.5,8093.49,2707.5,41.425,7725.42,0.3,0.82,243.988
14023,50,0.99,2.052,1,247.144,1313.59,64.65,8.469,1,240.959,600002,05-10-2018 21:39,2697.46,8093.51,2697.46,41.766,7725.44,0.3,0.82,244.082
14024,50,0.99,2.057,1,247.225,1313.59,64.65,8.42,1,240.918,600002,05-10-2018 21:39,2687.71,8093.53,2687.71,41.495,7725.47,0.3,0.82,244.04
14025,50,0.99,2.057,1,247.177,1313.59,64.65,8.316,1,240.824,600002,05-10-2018 21:40,2660.8,8093.55,2660.8,41.263,7725.49,0.3,0.82,243.976
14026,50,0.99,2.059,1,247.204,1313.59,64.65,8.303,1,240.769,600002,05-10-2018 21:40,2657.21,8093.58,2657.21,41.782,7725.51,0.3,0.8189,244.211
14027,50,0.99,2.057,1,247.09,1313.59,64.65,8.286,1,241.139,600002,05-10-2018 21:41,2656.43,8093.6,2656.43,42.211,7725.53,0.3,0.8168,244.811
14028,50,0.99,2.053,1,247.129,1313.6,64.65,8.279,1,241.41,600002,05-10-2018 21:41,2657.46,8093.62,2657.46,42.196,7725.55,0.3,0.8176,244.856
14029,50,0.99,2.06,1,247.168,1313.6,64.65,8.286,1,241.29,600002,05-10-2018 21:42,2658.5,8093.64,2658.5,42.069,7725.58,0.3,0.8183,244.654
14030,50,0.99,2.058,1,247.054,1313.6,64.65,8.275,1,241.183,600002,05-10-2018 21:42,2655,8093.67,2655,42.495,7725.6,0.3,0.8153,244.947
14031,50,0.99,2.06,1,247.257,1313.6,64.65,8.298,1,241.283,600002,05-10-2018 21:43,2661.26,8093.69,2661.26,42.329,7725.62,0.3,0.8156,244.985
14032,50.01,0.99,2.06,1,247.283,1313.6,64.65,8.302,1,241.31,600002,05-10-2018 21:43,2663.06,8093.71,2663.06,42.329,7725.64,0.3,0.817,245.05
14033,50,0.99,2.06,1,247.125,1313.6,64.65,8.267,1,241.155,600002,05-10-2018 21:44,2651.71,8093.73,2651.71,42.496,7725.67,0.3,0.814,244.989
14034,50,0.99,2.056,1,247.028,1313.6,64.65,8.27,1,240.989,600002,05-10-2018 21:44,2650.92,8093.75,2650.92,42.612,7725.69,0.3,0.8128,244.844
14035,50,0.99,2.06,1,246.983,1313.6,64.65,8.088,1,240.99,600002,05-10-2018 21:45,2606.46,8093.78,2606.46,42.729,7725.71,0.3,0.8136,244.816
14036,50,0.981,2.055,1,246.31,1313.6,64.65,1.464,1,243.05,600002,05-10-2018 21:45,1084.66,8093.79,1085.46,41.665,7725.72,0.3,0.82,244.163
14037,50,0.98,2.059,1,246.44,1313.6,64.65,0.55,1,242.768,600002,05-10-2018 21:46,744.354,8093.79,745.354,42.212,7725.72,0.3,0.8168,244.633
14038,50,0.98,2.057,1,246.454,1313.6,64.65,0.55,1,242.811,600002,05-10-2018 21:46,744.925,8093.8,745.925,42.211,7725.73,0.3,0.8169,244.64
14039,50,0.98,2.058,1,246.43,1313.6,64.65,0.55,1,242.57,600002,05-10-2018 21:47,744.796,8093.81,745.796,42.131,7725.74,0.3,0.8163,244.476
14040,50,0.98,2.057,1,246.339,1313.6,64.65,0.55,1,242.511,600002,05-10-2018 21:47,744.496,8093.81,745.496,42.424,7725.74,0.3,0.8147,244.504
14041,50,0.98,2.05,1,246.371,1313.6,64.65,0.55,1,242.63,600002,05-10-2018 21:48,743.729,8093.82,744.729,42.263,7725.75,0.3,0.817,244.497
14042,50,0.9857,2.044,1,246.85,1313.6,64.65,5.962,0.9963,240.943,600002,05-10-2018 21:48,2061.86,8093.83,2066.06,74.13,7725.77,0.3,0.811,245.029
14043,50,0.99,2.064,1,247.056,1313.6,64.65,7.505,1,240.449,600002,05-10-2018 21:49,2459.26,8093.86,2459.26,42.931,7725.79,0.3,0.81,245.13
14044,50,0.99,2.048,1,247.11,1313.6,64.65,7.334,1,240.404,600002,05-10-2018 21:49,2413.8,8093.88,2413.8,42.93,7725.81,0.3,0.8102,245.184
14045,50,0.99,2.05,1,247.051,1313.6,64.65,7.512,1,240.289,600002,05-10-2018 21:50,2454.93,8093.9,2454.93,43.131,7725.83,0.3,0.81,245.19
14046,50,0.99,2.052,1,247.146,1313.6,64.65,7.603,1,240.196,600002,05-10-2018 21:50,2478.85,8093.92,2478.85,42.854,7725.85,0.3,0.8111,245.161
14047,50,0.99,2.052,1,247.323,1313.6,64.65,7.402,1,240.609,600002,05-10-2018 21:51,2433.13,8093.94,2433.13,42.999,7725.87,0.3,0.81,245.329
14048,50,0.99,2.051,1,247.439,1313.6,64.65,7.454,1,240.689,600002,05-10-2018 21:51,2446.85,8093.96,2446.85,43.069,7725.89,0.3,0.8104,245.383
14049,50,0.99,2.047,1,247.517,1313.6,64.65,7.504,1,240.697,600002,05-10-2018 21:52,2457.06,8093.98,2457.06,42.931,7725.91,0.3,0.8102,245.265
14050,50,0.99,2.05,1,248.089,1313.6,64.65,7.647,1,240.577,600002,05-10-2018 21:52,2500.33,8094,2500.33,42.73,7725.93,0.3,0.8116,245.376
14051,50.08,0.99,2.062,1,248.203,1313.6,64.65,7.907,1,240.683,600002,05-10-2018 21:53,2582.6,8094.02,2582.6,42.663,7725.95,0.3,0.8116,245.47
14052,50.09,0.9858,2.087,1,247.917,1313.6,64.65,5.067,1,241.65,600002,05-10-2018 21:53,1888.06,8094.04,1888.46,42.731,7725.97,0.3,0.8118,245.324
14053,50,0.98,2.081,1,247.57,1313.6,64.65,0.93,1,242.863,600002,05-10-2018 21:54,866.196,8094.04,867.196,42.329,7725.97,0.3,0.8163,244.963
14054,50,0.98,2.107,1,247.468,1313.6,64.65,0.94,1,242.818,600002,05-10-2018 21:54,874.925,8094.05,875.925,42.283,7725.98,0.3,0.8168,245.054
14055,50.02,0.98,2.072,1,247.403,1313.6,64.65,1.076,1,242.744,600002,05-10-2018 21:55,904.262,8094.06,904.463,42.131,7725.99,0.3,0.8184,245.016
14056,50.03,0.98,2.076,1,247.424,1313.61,64.65,1.08,1,242.17,600002,05-10-2018 21:55,903.93,8094.07,904.13,42.196,7726,0.3,0.8163,245.123
14057,50.1,0.98,2.076,1,247.469,1313.61,64.65,1.054,1,242.013,600002,05-10-2018 21:56,896.926,8094.07,897.211,42.283,7726,0.3,0.8168,245.325
14058,50.1,0.98,2.07,1,247.674,1313.61,64.65,1.016,1,242.259,600002,05-10-2018 21:56,886.535,8094.08,887.382,42.844,7726.01,0.3,0.8112,245.598
14059,50.1,0.9812,2.07,1,248.054,1313.61,64.65,3.944,0.9955,241.448,600002,05-10-2018 21:57,1581.28,8094.09,1588.78,92.854,7726.02,0.3,0.8104,245.919
14060,50.1,0.99,2.07,1,248.563,1313.61,64.65,8.119,1,240.296,600002,05-10-2018 21:57,2632.53,8094.12,2632.53,43.932,7726.05,0.3,0.8084,246.237
14061,50.1,0.99,2.07,1,248.571,1313.61,64.65,8.091,1,240.31,600002,05-10-2018 21:58,2627.13,8094.14,2627.13,44,7726.07,0.3,0.8049,246.363
14062,50.1,0.99,2.07,1,248.489,1313.61,64.65,7.937,1,240.314,600002,05-10-2018 21:58,2588.69,8094.16,2588.69,43.921,7726.09,0.3,0.8042,246.328
14063,50.1,0.99,2.063,1,248.602,1313.61,64.65,7.902,1,240.442,600002,05-10-2018 21:59,2581.2,8094.18,2581.2,43.931,7726.11,0.3,0.8043,246.356
14064,50.1,0.99,2.06,1,248.57,1313.61,64.65,8.056,1,240.443,600002,05-10-2018 21:59,2615.66,8094.2,2615.66,44,7726.13,0.3,0.8024,246.43
14065,50.1,0.99,2.059,1,248.727,1313.61,64.65,8.099,1,240.58,600002,05-10-2018 22:00,2627.77,8094.23,2627.77,43.844,7726.16,0.3,0.802,246.49
14066,50.1,0.99,2.06,1,248.783,1313.61,64.65,8.01,1,240.653,600002,05-10-2018 22:00,2607.43,8094.25,2607.43,43.927,7726.18,0.3,0.8018,246.619
14067,50.1,0.9884,2.06,1,249.836,1313.61,64.65,19.105,0.9899,237.39,600002,05-10-2018 22:01,4940,8094.29,4959.33,385.998,7726.22,0.3,0.8002,246.983
14068,50.1,0.99,2.058,1,249.73,1313.61,64.65,20.429,0.99,236.824,600002,05-10-2018 22:01,5439.93,8094.33,5446.86,272.463,7726.26,0.3,0.8013,246.817
14069,50.1,0.99,2.057,1,249.356,1313.61,64.65,19.691,1,236.757,600002,05-10-2018 22:02,5270.46,8094.38,5270.46,43.865,7726.31,0.3,0.8005,246.57
14070,50.1,0.9816,2.06,1,248.61,1313.61,64.65,14.078,0.9836,238.369,600002,05-10-2018 22:02,3929.53,8094.41,3957.26,410.797,7726.34,0.3,0.8089,245.844
14071,50.1,0.98,2.047,1,248.403,1313.61,64.65,12.681,0.98,238.691,600002,05-10-2018 22:03,3591.13,8094.44,3625.13,499.662,7726.37,0.3,0.8118,245.07
14072,50.1,0.98,2.063,1,248.162,1313.61,64.65,12.687,0.98,238.564,600002,05-10-2018 22:03,3595.73,8094.47,3629.4,496.398,7726.4,0.3,0.82,244.19
14073,50.1,0.98,2.062,1,247.85,1313.61,64.65,12.668,0.98,238.378,600002,05-10-2018 22:04,3587.53,8094.5,3620.8,492.53,7726.43,0.293,0.8216,243.776
14074,50.1,0.98,2.05,1,247.67,1313.61,64.65,12.678,0.98,237.99,600002,05-10-2018 22:04,3580.73,8094.53,3614.6,497.264,7726.46,0.291,0.8236,243.431
14075,50.1,0.98,2.06,1,247.104,1313.61,64.65,12.677,0.98,237.651,600002,05-10-2018 22:05,3578,8094.56,3612.26,499.996,7726.49,0.296,0.8216,243.296
14076,50.1,0.9838,2.065,1,246.25,1313.61,64.65,15.193,0.9858,236.717,600002,05-10-2018 22:05,4161.46,8094.6,4183.2,350.464,7726.53,0.295,0.8216,243.437
14077,50.08,0.99,2.065,1,246.656,1313.61,64.65,19.896,1,234.922,600002,05-10-2018 22:06,5280.53,8094.64,5280.53,41.196,7726.57,0.3,0.82,243.549
14078,50.06,0.99,2.067,1,246.551,1313.61,64.65,19.709,0.999,234.716,600002,05-10-2018 22:06,5231.8,8094.69,5231.86,47.065,7726.61,0.298,0.8212,243.244
14079,50,0.99,2.068,1,246.416,1313.61,64.65,19.551,1,234.364,600002,05-10-2018 22:07,5188.06,8094.73,5188.06,40.596,7726.66,0.291,0.8237,242.897
14080,50,0.99,2.056,1,246.296,1313.61,64.65,19.586,1,234.337,600002,05-10-2018 22:07,5191.73,8094.77,5191.73,40.662,7726.7,0.292,0.8229,243.037
14081,50,0.99,2.047,1,246.384,1313.61,64.65,19.586,1,234.298,600002,05-10-2018 22:08,5187.73,8094.82,5187.73,40.064,7726.74,0.29,0.83,242.616
14082,50,0.99,2.069,1,246.09,1313.61,64.65,19.592,0.999,234.129,600002,05-10-2018 22:08,5190.86,8094.86,5190.86,43.398,7726.78,0.29,0.8276,242.471
14083,50,0.99,2.07,1,245.844,1313.61,64.65,19.672,0.9976,233.877,600002,05-10-2018 22:09,5203.13,8094.9,5203.6,62.331,7726.83,0.29,0.8293,242.357
14084,50,0.99,2.064,1,245.669,1313.62,64.65,19.626,0.997,233.817,600002,05-10-2018 22:09,5190.73,8094.95,5191.2,66.396,7726.87,0.29,0.8276,242.169
14085,50,0.9858,2.065,1,246.03,1313.62,64.65,16.771,0.9903,234.636,600002,05-10-2018 22:10,4517.26,8094.98,4532.26,245.597,7726.91,0.29,0.83,241.77
14086,50,0.98,2.03,1,245.704,1313.62,64.65,12.58,0.98,235.905,600002,05-10-2018 22:10,3517.5,8095.01,3554.85,516.926,7726.94,0.29,0.83,241.305
14087,50,0.98,1.99,1,245.677,1313.62,64.65,12.59,0.98,237.156,600002,05-10-2018 22:11,3529.06,8095.04,3563.66,499.596,7726.97,0.29,0.83,241.097
14088,50,0.98,1.999,1,245.543,1313.62,64.65,12.578,0.98,237.124,600002,05-10-2018 22:11,3526.73,8095.07,3561.26,497.463,7727,0.29,0.83,241.083
14089,50,0.98,1.99,1,245.241,1313.62,64.65,12.558,0.98,237.119,600002,05-10-2018 22:12,3520.28,8095.1,3553.5,487.925,7727.03,0.29,0.83,240.897
14090,50,0.98,1.988,1,245.36,1313.62,64.65,12.575,0.98,237.325,600002,05-10-2018 22:12,3526.93,8095.13,3560.78,492.64,7727.06,0.29,0.83,241.004
14091,50,0.98,1.912,1,245.51,1313.62,64.65,12.565,0.98,237.397,600002,05-10-2018 22:13,3504.66,8095.16,3540.46,505.063,7727.09,0.29,0.83,241.098
14092,50,0.9831,1.654,1,245.91,1313.62,64.65,14.988,0.9845,236.637,600002,05-10-2018 22:13,4004.06,8095.2,4035.13,450.664,7727.12,0.29,0.8304,241.149
14093,50,0.99,1.657,1,246.144,1313.62,64.65,19.65,0.9916,234.943,600002,05-10-2018 22:14,5108.73,8095.24,5113.46,201.597,7727.16,0.29,0.83,241.396
14094,50,0.99,1.634,1,246.216,1313.62,64.65,19.36,0.991,235.036,600002,05-10-2018 22:14,5041.26,8095.28,5043.46,149.597,7727.2,0.29,0.83,241.683
14095,50,0.99,1.639,1,246.35,1313.62,64.65,19.352,0.99,235.524,600002,05-10-2018 22:15,5046.93,8095.32,5053.4,261.197,7727.25,0.29,0.83,241.716
14096,50.05,0.99,1.637,1,246.63,1313.62,64.65,19.405,0.99,235.45,600002,05-10-2018 22:15,5060.26,8095.36,5064.06,208.797,7727.29,0.29,0.83,242.031
14097,50.07,0.99,1.634,1,246.776,1313.62,64.65,19.41,0.99,235.399,600002,05-10-2018 22:16,5060.46,8095.41,5064,200.797,7727.33,0.29,0.83,242.183
14098,50,0.99,1.636,1,246.716,1313.62,64.65,19.435,0.99,235.4,600002,05-10-2018 22:16,5065.2,8095.45,5069.87,224.863,7727.37,0.29,0.83,241.897
14099,50,0.99,1.636,1,246.67,1313.62,64.65,19.448,0.99,235.405,600002,05-10-2018 22:17,5068,8095.49,5072.53,224.729,7727.41,0.29,0.83,241.876
14100,50,0.99,1.642,1,246.577,1313.62,64.65,19.424,0.9912,235.303,600002,05-10-2018 22:17,5063.46,8095.53,5066.53,180.597,7727.46,0.29,0.83,241.896
14101,50,0.9868,1.578,1,246.368,1313.62,64.65,17.263,0.989,235.612,600002,05-10-2018 22:18,4528.54,8095.57,4543.69,272.997,7727.49,0.29,0.83,241.69
14102,50,0.98,1.488,1,246.01,1313.62,64.65,12.438,0.98,236.73,600002,05-10-2018 22:18,3365.53,8095.6,3411.93,563.197,7727.52,0.336,0.8619,241.39
14103,50,0.98,1.474,1,245.969,1313.62,64.65,12.433,0.98,236.663,600002,05-10-2018 22:19,3382.13,8095.63,3428.2,563.264,7727.55,0.42,0.91,241.329
14104,50,0.98,1.48,1,246.276,1313.62,64.65,12.44,0.98,236.637,600002,05-10-2018 22:19,3385,8095.66,3430.73,560.53,7727.58,0.42,0.911,241.67
14105,50,0.98,1.475,1,246.25,1313.62,64.65,12.442,0.98,236.803,600002,05-10-2018 22:20,3386.4,8095.69,3432.46,563.063,7727.61,0.42,0.911,241.544
14106,50,0.98,1.472,1,246.284,1313.62,64.65,12.434,0.98,236.751,600002,05-10-2018 22:20,3384.26,8095.71,3430.4,563.263,7727.63,0.42,0.913,241.629
14107,50,0.98,1.473,1,246.229,1313.62,64.65,12.44,0.98,236.782,600002,05-10-2018 22:21,3380.23,8095.74,3426.84,566.535,7727.66,0.401,0.9043,241.59
14108,50,0.9838,1.47,1,246.451,1313.62,64.65,14.989,0.9838,236.083,600002,05-10-2018 22:21,3883,8095.78,3919.13,503.864,7727.7,0.36,0.88,241.743
14109,50,0.99,1.47,1,246.943,1313.62,64.65,19.523,0.99,234.443,600002,05-10-2018 22:22,5038.92,8095.82,5050,338.92,7727.74,0.36,0.8791,242.059
14110,50,0.99,1.463,1,247.082,1313.62,64.65,19.382,0.99,234.61,600002,05-10-2018 22:22,5006.93,8095.86,5019.86,364.997,7727.78,0.36,0.88,241.67
14111,50,0.99,1.463,1,247.056,1313.62,64.65,19.383,0.99,234.05,600002,05-10-2018 22:23,4993.46,8095.9,5007.8,384.863,7727.82,0.36,0.88,241.371
14112,50,0.99,1.465,1,247.069,1313.62,64.65,19.43,0.99,233.204,600002,05-10-2018 22:23,4988.28,8095.94,5002.57,383.354,7727.86,0.36,0.88,241.582
14113,50,0.99,1.47,1,247.126,1313.62,64.65,19.445,0.99,233.169,600002,05-10-2018 22:24,4990.35,8095.98,5007,411.426,7727.9,0.36,0.88,241.562
14114,50,0.99,1.46,1,247.135,1313.63,64.65,19.458,0.99,233.075,600002,05-10-2018 22:24,4989.77,8096.03,5005.92,406.229,7727.94,0.36,0.88,241.628
14115,50,0.99,1.461,1,247.261,1313.63,64.65,19.454,0.99,232.832,600002,05-10-2018 22:25,4981.85,8096.07,5001,439.925,7727.99,0.36,0.8789,241.717
14116,50,0.99,1.463,1,247.316,1313.63,64.65,19.466,0.99,232.731,600002,05-10-2018 22:25,4982.4,8096.11,5001.73,443.196,7728.03,0.36,0.88,241.936
14117,50,0.9869,1.264,1,246.225,1313.63,64.65,7.532,0.9983,236.425,600002,05-10-2018 22:26,2220.78,8096.13,2224.21,102.211,7728.04,0.36,0.8798,241.418
14118,50,0.98,1.175,1,245.74,1313.63,64.65,0.898,1,238.661,600002,05-10-2018 22:26,618.926,8096.13,619.926,38.354,7728.05,0.324,0.8612,241.276
14119,50,0.98,1.172,1,246.044,1313.63,64.65,0.889,1,238.776,600002,05-10-2018 22:27,612.129,8096.14,613.129,38,7728.05,0.31,0.8523,241.457
14120,50.01,0.98,1.191,1,246.189,1313.63,64.65,0.88,1,239.14,600002,05-10-2018 22:27,614.353,8096.14,615.353,38.069,7728.06,0.31,0.85,241.462
14121,50,0.98,1.168,1,246.103,1313.63,64.65,0.88,1,239.136,600002,05-10-2018 22:28,608.53,8096.15,609.53,38.263,7728.06,0.31,0.85,241.444
14122,50,0.98,1.17,1,245.711,1313.63,64.65,0.873,1,238.982,600002,05-10-2018 22:28,607.212,8096.15,608.212,38.284,7728.07,0.31,0.8504,241.318
14123,50,0.98,1.17,1,245.777,1313.63,64.65,0.875,1,238.996,600002,05-10-2018 22:29,606.463,8096.16,607.463,38.33,7728.07,0.307,0.8511,241.25
14124,50,0.974,1.319,1,245.919,1313.63,64.65,2.109,0.9985,238.447,600002,05-10-2018 22:29,899.068,8096.17,901.997,66.069,7728.08,0.221,0.7196,241.247
14125,50,0.99,1.302,1,246.238,1313.63,64.65,7.924,1,236.424,600002,05-10-2018 22:30,2314.06,8096.19,2314.06,37.198,7728.1,0.21,0.697,241.637
14126,50,0.99,1.298,1,246.068,1313.63,64.65,7.919,1,236.04,600002,05-10-2018 22:30,2306.71,8096.21,2306.71,37,7728.12,0.21,0.6954,241.468
14127,50,0.99,1.294,1,245.89,1313.63,64.65,7.851,1,236.098,600002,05-10-2018 22:31,2289,8096.22,2289,37.071,7728.14,0.21,0.6919,241.382
14128,50,0.99,1.291,1,245.524,1313.63,64.65,7.884,1,235.985,600002,05-10-2018 22:31,2294.13,8096.24,2294.13,37,7728.16,0.21,0.6916,241.577
14129,50,0.99,1.295,1,245.739,1313.63,64.65,7.917,1,235.961,600002,05-10-2018 22:32,2303.07,8096.26,2303.07,37,7728.18,0.21,0.6925,241.604
14130,50,0.99,1.3,1,245.428,1313.63,64.65,7.946,1,235.974,600002,05-10-2018 22:32,2310.46,8096.28,2310.46,37,7728.2,0.21,0.6907,241.527
14131,50,0.99,1.3,1,245.364,1313.63,64.65,7.962,1,235.87,600002,05-10-2018 22:33,2313.2,8096.3,2313.2,37,7728.22,0.21,0.6905,241.382
14132,50,0.99,1.3,1,245.269,1313.63,64.65,7.992,1,234.682,600002,05-10-2018 22:33,2310,8096.32,2310,37,7728.23,0.21,0.69,241.342
14133,50,0.9711,1.296,1,244.518,1313.63,64.65,1.385,1,236.439,600002,05-10-2018 22:34,729.496,8096.33,730.426,36.496,7728.24,0.21,0.6954,240.917
14134,50,0.97,1.3,1,244.412,1313.63,64.65,0.87,1,236.47,600002,05-10-2018 22:34,607.996,8096.33,608.996,36.283,7728.25,0.21,0.6961,240.547
14135,50,0.97,1.299,1,244.262,1313.63,64.65,0.874,1,236.533,600002,05-10-2018 22:35,606.497,8096.34,607.497,35.638,7728.25,0.21,0.7018,240.546
14136,50,0.97,1.293,1,244.304,1313.63,64.65,0.873,1,236.511,600002,05-10-2018 22:35,606.569,8096.34,607.569,35.998,7728.26,0.21,0.6992,240.654
14137,50,0.97,1.294,1,244.433,1313.63,64.65,0.87,1,236.633,600002,05-10-2018 22:36,605.068,8096.35,606.068,36.141,7728.26,0.21,0.6975,240.732
14138,50.02,0.97,1.274,1,244.418,1313.63,64.65,0.876,1,236.618,600002,05-10-2018 22:36,604.497,8096.35,605.497,36.212,7728.27,0.21,0.6969,240.846
14139,50,0.946,7.686,0.9598,242.26,1313.64,64.65,0.869,1,237.397,600002,05-10-2018 22:37,2013.77,8096.37,2130.54,648.536,7728.28,0.21,0.6936,240.935
14140,50,0.9489,12.693,0.9277,240.876,1313.65,64.65,7.307,0.9984,236.022,600002,05-10-2018 22:37,4686,8096.41,4826.4,1152.13,7728.32,0.21,0.69,241.284
14141,50,0.95,12.459,0.9213,241.068,1313.66,64.65,7.955,1,235.447,600002,05-10-2018 22:38,4773.14,8096.45,4912.43,1163,7728.36,0.21,0.69,241.224
14142,50,0.95,12.687,0.93,240.858,1313.67,64.65,7.837,1,235.943,600002,05-10-2018 22:38,4819.38,8096.49,4948,1122,7728.4,0.21,0.69,241.166
14143,50,0.95,12.726,0.93,240.812,1313.67,64.65,7.881,1,236.021,600002,05-10-2018 22:39,4843.15,8096.53,4969.69,1115.92,7728.44,0.21,0.69,241.236
14144,50,0.95,12.43,0.9251,241.006,1313.68,64.65,7.929,1,236.082,600002,05-10-2018 22:39,4765.84,8096.58,4901.54,1147.38,7728.48,0.21,0.69,241.188
14145,50,0.95,12.281,0.92,241.218,1313.69,64.65,7.934,1,235.997,600002,05-10-2018 22:40,4727.5,8096.62,4867.43,1161.57,7728.52,0.21,0.69,241.183
14146,50,0.95,12.396,0.9244,241.116,1313.7,64.65,7.922,1,236.043,600002,05-10-2018 22:40,4759.53,8096.66,4894.53,1144.06,7728.56,0.21,0.69,241.103
14147,50,0.95,12.428,0.9236,241.27,1313.71,64.65,7.953,1,236.25,600002,05-10-2018 22:41,4778.93,8096.7,4913.2,1143,7728.6,0.21,0.6892,241.016
14148,50,0.9484,12.379,0.9207,241.589,1313.72,64.65,7.41,1,236.251,600002,05-10-2018 22:41,4637.31,8096.74,4779,1150.69,7728.64,0.21,0.6882,241.151
14149,50,0.925,12.164,0.92,240.944,1313.73,64.65,0.86,1,238.421,600002,05-10-2018 22:42,3006.69,8096.77,3211.84,1130.77,7728.66,0.21,0.7,240.658
